order_id,customer_name,city,state,order_date,total_units,revenue,product_name,category_name,store_name,sales_staff
183,"Adelle Larsen","East Northport",NY,2016-04-19,1,449.00,"Pure Cycles William 3-Speed - 2016","Cruisers Bicycles","Baldwin Bikes","Venita Daniel"
183,"Adelle Larsen","East Northport",NY,2016-04-19,1,429.00,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Baldwin Bikes","Venita Daniel"
1505,"Adelle Larsen","East Northport",NY,2018-04-08,2,1099.98,"Electra Townie Original 21D - 2016","Comfort Bicycles","Baldwin Bikes","Venita Daniel"
1505,"Adelle Larsen","East Northport",NY,2018-04-08,2,10599.98,"Trek Fuel EX 9.8 27.5 Plus - 2017","Mountain Bikes","Baldwin Bikes","Venita Daniel"
1109,"Kaylee English",Hollis,NY,2017-09-03,2,1239.98,"Sun Bicycles Biscayne Tandem 7 - 2017","Cruisers Bicycles","Baldwin Bikes","Marcelene Boyer"
1479,"Kaylee English",Hollis,NY,2018-04-01,1,2999.99,"Electra Townie Commute Go! Ladies' - 2018","Cruisers Bicycles","Baldwin Bikes","Venita Daniel"
1479,"Kaylee English",Hollis,NY,2018-04-01,1,899.99,"Electra Townie Commute 27D - 2018","Cruisers Bicycles","Baldwin Bikes","Venita Daniel"
185,"Corene Wall",Atwater,CA,2016-04-20,1,599.99,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Santa Cruz Bikes","Mireya Copeland"
185,"Corene Wall",Atwater,CA,2016-04-20,1,1799.99,"Trek Remedy 29 Carbon Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Mireya Copeland"
1157,"Corene Wall",Atwater,CA,2017-10-01,1,599.99,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Santa Cruz Bikes","Genna Serrano"
1157,"Corene Wall",Atwater,CA,2017-10-01,2,3265.98,"Surly Wednesday - 2017","Mountain Bikes","Santa Cruz Bikes","Genna Serrano"
1157,"Corene Wall",Atwater,CA,2017-10-01,2,759.98,"Haro Flightline One ST - 2017","Mountain Bikes","Santa Cruz Bikes","Genna Serrano"
1157,"Corene Wall",Atwater,CA,2017-10-01,1,1469.99,"Haro Shift R3 - 2017","Mountain Bikes","Santa Cruz Bikes","Genna Serrano"
1573,"Corene Wall",Atwater,CA,2018-04-23,1,2999.99,"Trek Conduit+ - 2016","Electric Bikes","Santa Cruz Bikes","Mireya Copeland"
1573,"Corene Wall",Atwater,CA,2018-04-23,1,919.99,"Trek X-Caliber 7 - 2018","Mountain Bikes","Santa Cruz Bikes","Mireya Copeland"
1573,"Corene Wall",Atwater,CA,2018-04-23,2,1059.98,"Electra Moto 1 - 2016","Cruisers Bicycles","Santa Cruz Bikes","Mireya Copeland"
1573,"Corene Wall",Atwater,CA,2018-04-23,2,179.98,"Strider Classic 12 Balance Bike - 2018","Children Bicycles","Santa Cruz Bikes","Mireya Copeland"
1065,"Regenia Vaughan",Mahopac,NY,2017-08-17,2,2999.98,"Trek Emonda S 4 - 2017","Road Bikes","Baldwin Bikes","Venita Daniel"
1065,"Regenia Vaughan",Mahopac,NY,2017-08-17,2,1103.98,"Sun Bicycles Streamway 3 - 2017","Comfort Bicycles","Baldwin Bikes","Venita Daniel"
1065,"Regenia Vaughan",Mahopac,NY,2017-08-17,1,3499.99,"Trek Boone Race Shop Limited - 2017","Cyclocross Bicycles","Baldwin Bikes","Venita Daniel"
1511,"Regenia Vaughan",Mahopac,NY,2018-04-09,2,3099.98,"Trek Domane ALR 4 Disc - 2018","Road Bikes","Baldwin Bikes","Marcelene Boyer"
1511,"Regenia Vaughan",Mahopac,NY,2018-04-09,1,389.99,"Electra Straight 8 1 (20-inch) - Boy's - 2018","Children Bicycles","Baldwin Bikes","Marcelene Boyer"
1511,"Regenia Vaughan",Mahopac,NY,2018-04-09,2,858.00,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Baldwin Bikes","Marcelene Boyer"
1511,"Regenia Vaughan",Mahopac,NY,2018-04-09,1,1469.99,"Haro Shift R3 - 2017","Mountain Bikes","Baldwin Bikes","Marcelene Boyer"
1511,"Regenia Vaughan",Mahopac,NY,2018-04-09,2,2998.00,"Surly Krampus - 2018","Mountain Bikes","Baldwin Bikes","Marcelene Boyer"
256,"Theo Reese","Long Beach",NY,2016-06-04,1,1680.99,"Surly Straggler 650b - 2016","Cyclocross Bicycles","Baldwin Bikes","Venita Daniel"
256,"Theo Reese","Long Beach",NY,2016-06-04,1,269.99,"Electra Cruiser 1 (24-Inch) - 2016","Children Bicycles","Baldwin Bikes","Venita Daniel"
1519,"Theo Reese","Long Beach",NY,2018-04-11,1,4499.99,"Trek Emonda SL 7 - 2018","Road Bikes","Baldwin Bikes","Venita Daniel"
1519,"Theo Reese","Long Beach",NY,2018-04-11,2,659.98,"Haro Downtown 16 - 2017","Children Bicycles","Baldwin Bikes","Venita Daniel"
1519,"Theo Reese","Long Beach",NY,2018-04-11,2,2998.00,"Surly Krampus - 2018","Mountain Bikes","Baldwin Bikes","Venita Daniel"
1519,"Theo Reese","Long Beach",NY,2018-04-11,1,346.99,"Sun Bicycles Lil Bolt Type-R - 2017","Cruisers Bicycles","Baldwin Bikes","Venita Daniel"
1519,"Theo Reese","Long Beach",NY,2018-04-11,2,579.98,"Strider Strider 20 Sport - 2018","Children Bicycles","Baldwin Bikes","Venita Daniel"
634,"Santos Valencia",Sunnyside,NY,2016-12-29,2,5799.98,"Trek Fuel EX 8 29 - 2016","Mountain Bikes","Baldwin Bikes","Marcelene Boyer"
634,"Santos Valencia",Sunnyside,NY,2016-12-29,1,549.99,"Electra Townie Original 21D - 2016","Cruisers Bicycles","Baldwin Bikes","Marcelene Boyer"
1480,"Santos Valencia",Sunnyside,NY,2018-04-01,2,1499.98,"Electra Townie Balloon 8D EQ Ladies' - 2016/2017/2018","Comfort Bicycles","Baldwin Bikes","Venita Daniel"
1480,"Santos Valencia",Sunnyside,NY,2018-04-01,2,1319.98,"Electra Amsterdam Original 3i Ladies' - 2017","Cruisers Bicycles","Baldwin Bikes","Venita Daniel"
1480,"Santos Valencia",Sunnyside,NY,2018-04-01,2,419.98,"Haro Shredder 20 - 2017","Children Bicycles","Baldwin Bikes","Venita Daniel"
1306,"Jeanice Frost",Ossining,NY,2017-12-20,2,1103.98,"Sun Bicycles Streamway 3 - 2017","Comfort Bicycles","Baldwin Bikes","Marcelene Boyer"
1306,"Jeanice Frost",Ossining,NY,2017-12-20,2,2199.98,"Electra Amsterdam Fashion 7i Ladies' - 2017","Cruisers Bicycles","Baldwin Bikes","Marcelene Boyer"
1306,"Jeanice Frost",Ossining,NY,2017-12-20,1,869.99,"Haro SR 1.2 - 2017","Mountain Bikes","Baldwin Bikes","Marcelene Boyer"
1306,"Jeanice Frost",Ossining,NY,2017-12-20,1,2299.99,"Trek Fuel EX 5 27.5 Plus - 2017","Mountain Bikes","Baldwin Bikes","Marcelene Boyer"
1306,"Jeanice Frost",Ossining,NY,2017-12-20,2,5999.98,"Trek Conduit+ - 2016","Electric Bikes","Baldwin Bikes","Marcelene Boyer"
1533,"Jeanice Frost",Ossining,NY,2018-04-13,2,459.98,"Trek Precaliber 20 Boy's - 2018","Children Bicycles","Baldwin Bikes","Marcelene Boyer"
1533,"Jeanice Frost",Ossining,NY,2018-04-13,1,647.99,"Sun Bicycles Biscayne Tandem CB - 2017","Cruisers Bicycles","Baldwin Bikes","Marcelene Boyer"
1533,"Jeanice Frost",Ossining,NY,2018-04-13,1,349.99,"Electra Moto 3i (20-inch) - Boy's - 2017","Children Bicycles","Baldwin Bikes","Marcelene Boyer"
1533,"Jeanice Frost",Ossining,NY,2018-04-13,2,1799.98,"Electra Koa 3i Ladies' - 2018","Cruisers Bicycles","Baldwin Bikes","Marcelene Boyer"
1533,"Jeanice Frost",Ossining,NY,2018-04-13,1,6499.99,"Trek Silque SLR 8 Women's - 2017","Road Bikes","Baldwin Bikes","Marcelene Boyer"
665,"Syreeta Hendricks",Mahopac,NY,2017-01-21,1,4999.99,"Trek Madone 9.2 - 2017","Road Bikes","Baldwin Bikes","Marcelene Boyer"
665,"Syreeta Hendricks",Mahopac,NY,2017-01-21,2,4599.98,"Trek Fuel EX 5 27.5 Plus - 2017","Mountain Bikes","Baldwin Bikes","Marcelene Boyer"
665,"Syreeta Hendricks",Mahopac,NY,2017-01-21,2,999.98,"Electra Townie Original 7D - 2015/2016","Comfort Bicycles","Baldwin Bikes","Marcelene Boyer"
1569,"Syreeta Hendricks",Mahopac,NY,2018-04-22,1,2999.99,"Electra Townie Commute Go! Ladies' - 2018","Cruisers Bicycles","Baldwin Bikes","Venita Daniel"
349,"Jamaal Albert",Torrance,CA,2016-08-03,2,1199.98,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Santa Cruz Bikes","Genna Serrano"
444,"Jamaal Albert",Torrance,CA,2016-09-19,1,269.99,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Children Bicycles","Santa Cruz Bikes","Mireya Copeland"
444,"Jamaal Albert",Torrance,CA,2016-09-19,2,1059.98,"Electra Moto 1 - 2016","Cruisers Bicycles","Santa Cruz Bikes","Mireya Copeland"
444,"Jamaal Albert",Torrance,CA,2016-09-19,2,1199.98,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Santa Cruz Bikes","Mireya Copeland"
444,"Jamaal Albert",Torrance,CA,2016-09-19,1,599.99,"Electra Townie Original 7D EQ - 2016","Cruisers Bicycles","Santa Cruz Bikes","Mireya Copeland"
444,"Jamaal Albert",Torrance,CA,2016-09-19,2,3098.00,"Surly Straggler - 2016","Cyclocross Bicycles","Santa Cruz Bikes","Mireya Copeland"
1553,"Jamaal Albert",Torrance,CA,2018-04-18,1,489.99,"Electra Townie Original 7D - 2017","Comfort Bicycles","Santa Cruz Bikes","Genna Serrano"
1553,"Jamaal Albert",Torrance,CA,2018-04-18,1,549.99,"Electra Townie Original 21D - 2016","Cruisers Bicycles","Santa Cruz Bikes","Genna Serrano"
1553,"Jamaal Albert",Torrance,CA,2018-04-18,1,2999.99,"Electra Townie Commute Go! - 2018","Cruisers Bicycles","Santa Cruz Bikes","Genna Serrano"
1553,"Jamaal Albert",Torrance,CA,2018-04-18,1,209.99,"Trek Precaliber 16 Boys - 2017","Children Bicycles","Santa Cruz Bikes","Genna Serrano"
162,"Williemae Holloway",Oakland,CA,2016-04-06,1,449.00,"Pure Cycles Western 3-Speed - Women's - 2015/2016","Cruisers Bicycles","Santa Cruz Bikes","Genna Serrano"
162,"Williemae Holloway",Oakland,CA,2016-04-06,2,539.98,"Electra Cruiser 1 (24-Inch) - 2016","Children Bicycles","Santa Cruz Bikes","Genna Serrano"
162,"Williemae Holloway",Oakland,CA,2016-04-06,2,1999.98,"Surly Wednesday Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Genna Serrano"
350,"Williemae Holloway",Oakland,CA,2016-08-03,2,939.98,"Surly Ice Cream Truck Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Genna Serrano"
350,"Williemae Holloway",Oakland,CA,2016-08-03,1,599.99,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Santa Cruz Bikes","Genna Serrano"
350,"Williemae Holloway",Oakland,CA,2016-08-03,1,999.99,"Surly Wednesday Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Genna Serrano"
1497,"Williemae Holloway",Oakland,CA,2018-04-06,2,3199.98,"Trek Stache 5 - 2018","Mountain Bikes","Santa Cruz Bikes","Mireya Copeland"
159,"Araceli Golden",Fullerton,CA,2016-04-04,1,269.99,"Electra Cruiser 1 (24-Inch) - 2016","Cruisers Bicycles","Santa Cruz Bikes","Mireya Copeland"
582,"Araceli Golden",Fullerton,CA,2016-12-04,2,3098.00,"Surly Straggler - 2016","Cyclocross Bicycles","Santa Cruz Bikes","Mireya Copeland"
582,"Araceli Golden",Fullerton,CA,2016-12-04,2,858.00,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Santa Cruz Bikes","Mireya Copeland"
1513,"Araceli Golden",Fullerton,CA,2018-04-10,1,749.99,"Trek Domane AL 2 Women's - 2018","Road Bikes","Santa Cruz Bikes","Mireya Copeland"
1513,"Araceli Golden",Fullerton,CA,2018-04-10,2,9999.98,"Trek Powerfly 8 FS Plus - 2017","Electric Bikes","Santa Cruz Bikes","Mireya Copeland"
1513,"Araceli Golden",Fullerton,CA,2018-04-10,2,4599.98,"Trek Emonda ALR 6 - 2018","Road Bikes","Santa Cruz Bikes","Mireya Copeland"
575,"Deloris Burke","Palos Verdes Peninsula",CA,2016-11-27,2,5799.98,"Trek Fuel EX 8 29 - 2016","Mountain Bikes","Santa Cruz Bikes","Genna Serrano"
575,"Deloris Burke","Palos Verdes Peninsula",CA,2016-11-27,1,549.99,"Electra Townie Original 21D - 2016","Cruisers Bicycles","Santa Cruz Bikes","Genna Serrano"
1487,"Deloris Burke","Palos Verdes Peninsula",CA,2018-04-03,1,4499.99,"Trek Emonda SLR 6 - 2018","Road Bikes","Santa Cruz Bikes","Genna Serrano"
1487,"Deloris Burke","Palos Verdes Peninsula",CA,2018-04-03,2,3099.98,"Trek Domane ALR 4 Disc Women's - 2018","Road Bikes","Santa Cruz Bikes","Genna Serrano"
1487,"Deloris Burke","Palos Verdes Peninsula",CA,2018-04-03,2,699.98,"Electra Moto 3i (20-inch) - Boy's - 2017","Children Bicycles","Santa Cruz Bikes","Genna Serrano"
1607,"Deloris Burke","Palos Verdes Peninsula",CA,2018-07-11,1,999.99,"Trek X-Caliber 8 - 2017","Mountain Bikes","Santa Cruz Bikes","Mireya Copeland"
1190,"Brittney Woodward","East Northport",NY,2017-10-16,1,416.99,"Sun Bicycles Atlas X-Type - 2017","Cruisers Bicycles","Baldwin Bikes","Marcelene Boyer"
1536,"Brittney Woodward","East Northport",NY,2018-04-14,1,2199.99,"Trek Domane SL 5 Women's - 2018","Road Bikes","Baldwin Bikes","Venita Daniel"
1536,"Brittney Woodward","East Northport",NY,2018-04-14,2,5599.98,"Trek Conduit+ - 2018","Electric Bikes","Baldwin Bikes","Venita Daniel"
1476,"Guillermina Noble",Baldwinsville,NY,2018-03-31,2,6399.98,"Trek Fuel EX 8 29 XT - 2018","Mountain Bikes","Baldwin Bikes","Venita Daniel"
1476,"Guillermina Noble",Baldwinsville,NY,2018-03-31,2,699.98,"Trek Precaliber 24 (21-Speed) - Girls - 2017","Children Bicycles","Baldwin Bikes","Venita Daniel"
1476,"Guillermina Noble",Baldwinsville,NY,2018-03-31,1,5299.99,"Trek Fuel EX 9.8 27.5 Plus - 2017","Mountain Bikes","Baldwin Bikes","Venita Daniel"
1476,"Guillermina Noble",Baldwinsville,NY,2018-03-31,1,2799.99,"Electra Loft Go! 8i - 2018","Electric Bikes","Baldwin Bikes","Venita Daniel"
1476,"Guillermina Noble",Baldwinsville,NY,2018-03-31,2,579.98,"Strider Strider 20 Sport - 2018","Children Bicycles","Baldwin Bikes","Venita Daniel"
1484,"Guillermina Noble",Baldwinsville,NY,2018-04-02,2,639.98,"Electra Treasure 1 20" - 2018","Children Bicycles","Baldwin Bikes","Marcelene Boyer"
1484,"Guillermina Noble",Baldwinsville,NY,2018-04-02,2,6999.98,"Trek Domane SL 6 - 2017","Road Bikes","Baldwin Bikes","Marcelene Boyer"
1484,"Guillermina Noble",Baldwinsville,NY,2018-04-02,2,1359.98,"Electra Townie Original 21D EQ - 2017/2018","Comfort Bicycles","Baldwin Bikes","Marcelene Boyer"
303,"Bernita Mcdaniel",Liverpool,NY,2016-07-07,2,3599.98,"Trek Remedy 29 Carbon Frameset - 2016","Mountain Bikes","Baldwin Bikes","Venita Daniel"
303,"Bernita Mcdaniel",Liverpool,NY,2016-07-07,2,1099.98,"Electra Townie Original 21D - 2016","Comfort Bicycles","Baldwin Bikes","Venita Daniel"
1537,"Bernita Mcdaniel",Liverpool,NY,2018-04-15,2,1699.98,"Electra Relic 3i - 2018","Cruisers Bicycles","Baldwin Bikes","Marcelene Boyer"
1295,"Melia Brady",Maspeth,NY,2017-12-11,2,2641.98,"Heller Shagamaw Frame - 2016","Mountain Bikes","Baldwin Bikes","Venita Daniel"
1295,"Melia Brady",Maspeth,NY,2017-12-11,1,4999.99,"Trek Powerfly 8 FS Plus - 2017","Electric Bikes","Baldwin Bikes","Venita Daniel"
1295,"Melia Brady",Maspeth,NY,2017-12-11,1,875.99,"Surly Steamroller - 2017","Road Bikes","Baldwin Bikes","Venita Daniel"
1524,"Melia Brady",Maspeth,NY,2018-04-12,1,1549.00,"Surly Straggler - 2018","Road Bikes","Baldwin Bikes","Marcelene Boyer"
1524,"Melia Brady",Maspeth,NY,2018-04-12,2,639.98,"Electra Treasure 1 20" - 2018","Children Bicycles","Baldwin Bikes","Marcelene Boyer"
1524,"Melia Brady",Maspeth,NY,2018-04-12,1,449.99,"Electra Townie Original 1 Ladies' - 2018","Comfort Bicycles","Baldwin Bikes","Marcelene Boyer"
1524,"Melia Brady",Maspeth,NY,2018-04-12,2,5999.98,"Electra Townie Commute Go! Ladies' - 2018","Cruisers Bicycles","Baldwin Bikes","Marcelene Boyer"
718,"Zelma Browning",Astoria,NY,2017-02-16,2,419.98,"Haro Shredder 20 - 2017","Children Bicycles","Baldwin Bikes","Venita Daniel"
718,"Zelma Browning",Astoria,NY,2017-02-16,2,9999.98,"Sun Bicycles Spider 3i - 2017","Mountain Bikes","Baldwin Bikes","Venita Daniel"
718,"Zelma Browning",Astoria,NY,2017-02-16,2,979.98,"Electra Townie Original 7D - 2017","Cruisers Bicycles","Baldwin Bikes","Venita Daniel"
1525,"Zelma Browning",Astoria,NY,2018-04-12,1,6499.99,"Trek Domane SL Frameset - 2018","Road Bikes","Baldwin Bikes","Venita Daniel"
1525,"Zelma Browning",Astoria,NY,2018-04-12,2,2698.00,"Surly Pack Rat - 2018","Road Bikes","Baldwin Bikes","Venita Daniel"
1525,"Zelma Browning",Astoria,NY,2018-04-12,1,2799.99,"Trek Lift+ - 2018","Electric Bikes","Baldwin Bikes","Venita Daniel"
1322,"Janetta Aguirre",Lancaster,NY,2017-12-31,2,4999.98,"Surly Karate Monkey 27.5+ Frameset - 2017","Mountain Bikes","Baldwin Bikes","Venita Daniel"
1322,"Janetta Aguirre",Lancaster,NY,2017-12-31,2,963.98,"Sun Bicycles Streamway - 2017","Comfort Bicycles","Baldwin Bikes","Venita Daniel"
1550,"Janetta Aguirre",Lancaster,NY,2018-04-17,2,1119.98,"Electra Townie Original 21D Ladies' - 2018","Comfort Bicycles","Baldwin Bikes","Marcelene Boyer"
1550,"Janetta Aguirre",Lancaster,NY,2018-04-17,1,659.99,"Electra Townie Original 3i EQ - 2017/2018","Cruisers Bicycles","Baldwin Bikes","Marcelene Boyer"
1550,"Janetta Aguirre",Lancaster,NY,2018-04-17,2,5599.98,"Trek Conduit+ - 2018","Electric Bikes","Baldwin Bikes","Marcelene Boyer"
1550,"Janetta Aguirre",Lancaster,NY,2018-04-17,1,5499.99,"Trek Domane SL 8 Disc - 2018","Road Bikes","Baldwin Bikes","Marcelene Boyer"
1550,"Janetta Aguirre",Lancaster,NY,2018-04-17,2,299.98,"Trek Girl's Kickster - 2017","Children Bicycles","Baldwin Bikes","Marcelene Boyer"
598,"Ronna Butler",Encino,CA,2016-12-09,2,5799.98,"Trek Fuel EX 8 29 - 2016","Mountain Bikes","Santa Cruz Bikes","Genna Serrano"
598,"Ronna Butler",Encino,CA,2016-12-09,2,1199.98,"Electra Townie Original 7D EQ - 2016","Cruisers Bicycles","Santa Cruz Bikes","Genna Serrano"
598,"Ronna Butler",Encino,CA,2016-12-09,1,269.99,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Cruisers Bicycles","Santa Cruz Bikes","Genna Serrano"
1092,"Ronna Butler",Encino,CA,2017-08-25,1,469.99,"Trek Session DH 27.5 Carbon Frameset - 2017","Mountain Bikes","Santa Cruz Bikes","Mireya Copeland"
1092,"Ronna Butler",Encino,CA,2017-08-25,2,1999.98,"Surly Ice Cream Truck Frameset - 2017","Mountain Bikes","Santa Cruz Bikes","Mireya Copeland"
1092,"Ronna Butler",Encino,CA,2017-08-25,2,1499.98,"Ritchey Timberwolf Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Mireya Copeland"
1092,"Ronna Butler",Encino,CA,2017-08-25,1,449.00,"Pure Cycles Western 3-Speed - Women's - 2015/2016","Cruisers Bicycles","Santa Cruz Bikes","Mireya Copeland"
1589,"Ronna Butler",Encino,CA,2018-04-27,2,1279.98,"Electra Townie Original 3i EQ Ladies' - 2018","Cruisers Bicycles","Santa Cruz Bikes","Genna Serrano"
1589,"Ronna Butler",Encino,CA,2018-04-27,1,799.99,"Electra Townie Balloon 3i EQ Ladies' - 2018","Cruisers Bicycles","Santa Cruz Bikes","Genna Serrano"
1589,"Ronna Butler",Encino,CA,2018-04-27,2,4999.98,"Surly Karate Monkey 27.5+ Frameset - 2017","Mountain Bikes","Santa Cruz Bikes","Genna Serrano"
1161,"Kathie Freeman",Queensbury,NY,2017-10-01,2,833.98,"Sun Bicycles Atlas X-Type - 2017","Cruisers Bicycles","Baldwin Bikes","Venita Daniel"
1161,"Kathie Freeman",Queensbury,NY,2017-10-01,1,549.99,"Haro Flightline Two 27.5 - 2017","Mountain Bikes","Baldwin Bikes","Venita Daniel"
1161,"Kathie Freeman",Queensbury,NY,2017-10-01,1,269.99,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Children Bicycles","Baldwin Bikes","Venita Daniel"
1161,"Kathie Freeman",Queensbury,NY,2017-10-01,2,1999.98,"Trek X-Caliber 8 - 2017","Mountain Bikes","Baldwin Bikes","Venita Daniel"
1492,"Kathie Freeman",Queensbury,NY,2018-04-04,2,759.98,"Haro Flightline One ST - 2017","Mountain Bikes","Baldwin Bikes","Venita Daniel"
1076,"Tangela Quinn","Richmond Hill",NY,2017-08-19,1,299.99,"Electra Girl's Hawaii 1 16" - 2017","Children Bicycles","Baldwin Bikes","Marcelene Boyer"
1076,"Tangela Quinn","Richmond Hill",NY,2017-08-19,1,489.99,"Electra Townie Original 7D - 2017","Comfort Bicycles","Baldwin Bikes","Marcelene Boyer"
1076,"Tangela Quinn","Richmond Hill",NY,2017-08-19,2,1499.98,"Sun Bicycles Brickell Tandem 7 - 2017","Cruisers Bicycles","Baldwin Bikes","Marcelene Boyer"
1559,"Tangela Quinn","Richmond Hill",NY,2018-04-20,2,679.98,"Electra Townie 7D (20-inch) - Boys' - 2017","Children Bicycles","Baldwin Bikes","Marcelene Boyer"
1559,"Tangela Quinn","Richmond Hill",NY,2018-04-20,1,449.00,"Pure Cycles Western 3-Speed - Women's - 2015/2016","Cruisers Bicycles","Baldwin Bikes","Marcelene Boyer"
1559,"Tangela Quinn","Richmond Hill",NY,2018-04-20,2,6399.98,"Trek Domane SL Disc Frameset - 2017","Road Bikes","Baldwin Bikes","Marcelene Boyer"
157,"Mozelle Carter",Houston,TX,2016-04-03,1,2899.99,"Trek Fuel EX 8 29 - 2016","Mountain Bikes","Rowlett Bikes","Kali Vargas"
157,"Mozelle Carter",Houston,TX,2016-04-03,2,7999.98,"Trek Slash 8 27.5 - 2016","Mountain Bikes","Rowlett Bikes","Kali Vargas"
935,"Mozelle Carter",Houston,TX,2017-06-10,2,693.98,"Sun Bicycles Lil Bolt Type-R - 2017","Cruisers Bicycles","Rowlett Bikes","Kali Vargas"
935,"Mozelle Carter",Houston,TX,2017-06-10,2,599.98,"Electra Girl's Hawaii 1 16" - 2017","Cruisers Bicycles","Rowlett Bikes","Kali Vargas"
935,"Mozelle Carter",Houston,TX,2017-06-10,1,469.99,"Surly Ice Cream Truck Frameset - 2016","Mountain Bikes","Rowlett Bikes","Kali Vargas"
935,"Mozelle Carter",Houston,TX,2017-06-10,1,549.99,"Haro Flightline Two 27.5 - 2017","Mountain Bikes","Rowlett Bikes","Kali Vargas"
1601,"Mozelle Carter",Houston,TX,2018-04-29,2,1159.98,"Trek Marlin 6 - 2018","Mountain Bikes","Rowlett Bikes","Kali Vargas"
1601,"Mozelle Carter",Houston,TX,2018-04-29,1,1549.00,"Surly Straggler - 2016","Cyclocross Bicycles","Rowlett Bikes","Kali Vargas"
1601,"Mozelle Carter",Houston,TX,2018-04-29,2,7999.98,"Trek Slash 8 27.5 - 2016","Mountain Bikes","Rowlett Bikes","Kali Vargas"
1601,"Mozelle Carter",Houston,TX,2018-04-29,1,919.99,"Trek Domane AL 3 Women's - 2018","Road Bikes","Rowlett Bikes","Kali Vargas"
1253,"Onita Johns",Elmont,NY,2017-11-18,2,999.98,"Electra Townie Original 7D - 2015/2016","Comfort Bicycles","Baldwin Bikes","Marcelene Boyer"
1253,"Onita Johns",Elmont,NY,2017-11-18,1,269.99,"Electra Cruiser 1 (24-Inch) - 2016","Children Bicycles","Baldwin Bikes","Marcelene Boyer"
1253,"Onita Johns",Elmont,NY,2017-11-18,1,189.99,"Trek Precaliber 12 Girls - 2017","Children Bicycles","Baldwin Bikes","Marcelene Boyer"
1583,"Onita Johns",Elmont,NY,2018-04-25,1,529.99,"Electra Moto 1 - 2016","Cruisers Bicycles","Baldwin Bikes","Marcelene Boyer"
1583,"Onita Johns",Elmont,NY,2018-04-25,2,579.98,"Strider Strider 20 Sport - 2018","Children Bicycles","Baldwin Bikes","Marcelene Boyer"
826,"Bennett Armstrong",Bethpage,NY,2017-04-07,2,1739.98,"Haro SR 1.2 - 2017","Mountain Bikes","Baldwin Bikes","Marcelene Boyer"
826,"Bennett Armstrong",Bethpage,NY,2017-04-07,1,832.99,"Surly Troll Frameset - 2017","Mountain Bikes","Baldwin Bikes","Marcelene Boyer"
1594,"Bennett Armstrong",Bethpage,NY,2018-04-28,2,805.98,"Sun Bicycles Boardwalk (24-inch Wheels) - 2017","Cruisers Bicycles","Baldwin Bikes","Venita Daniel"
1594,"Bennett Armstrong",Bethpage,NY,2018-04-28,1,533.99,"Sun Bicycles Streamway 7 - 2017","Comfort Bicycles","Baldwin Bikes","Venita Daniel"
132,"Monika Berg",Encino,CA,2016-03-20,2,1499.98,"Ritchey Timberwolf Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Genna Serrano"
132,"Monika Berg",Encino,CA,2016-03-20,1,599.99,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Santa Cruz Bikes","Genna Serrano"
132,"Monika Berg",Encino,CA,2016-03-20,1,2999.99,"Trek Conduit+ - 2016","Electric Bikes","Santa Cruz Bikes","Genna Serrano"
1089,"Monika Berg",Encino,CA,2017-08-23,2,1319.98,"Electra Amsterdam Original 3i - 2015/2017","Cruisers Bicycles","Santa Cruz Bikes","Mireya Copeland"
1089,"Monika Berg",Encino,CA,2017-08-23,2,1999.98,"Surly Ice Cream Truck Frameset - 2017","Mountain Bikes","Santa Cruz Bikes","Mireya Copeland"
1564,"Monika Berg",Encino,CA,2018-04-21,1,899.99,"Electra Townie Commute 27D - 2018","Comfort Bicycles","Santa Cruz Bikes","Genna Serrano"
1564,"Monika Berg",Encino,CA,2018-04-21,1,269.99,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Cruisers Bicycles","Santa Cruz Bikes","Genna Serrano"
897,"Bridgette Guerra","San Lorenzo",CA,2017-05-20,1,533.99,"Sun Bicycles Streamway 7 - 2017","Comfort Bicycles","Santa Cruz Bikes","Mireya Copeland"
897,"Bridgette Guerra","San Lorenzo",CA,2017-05-20,1,349.99,"Electra Moto 3i (20-inch) - Boy's - 2017","Children Bicycles","Santa Cruz Bikes","Mireya Copeland"
1072,"Bridgette Guerra","San Lorenzo",CA,2017-08-18,1,149.99,"Trek Boy's Kickster - 2015/2017","Children Bicycles","Santa Cruz Bikes","Genna Serrano"
